vehicle_id,bin_id,area,timestamp,route_sequence,distance_km,fuel_consumption_liters,route_efficiency_score
VH002,NIZ_038,Nizampet,2024-10-21,1,6.2,1.55,77.76
VH003,NIZ_038,Nizampet,2024-04-05,4,5.08,1.27,81.28
VH003,NIZ_038,Nizampet,2025-12-20,5,5.41,1.35,80.24
VH004,NIZ_038,Nizampet,2025-10-11,1,8.56,2.14,70.31
VH004,NIZ_038,Nizampet,2026-04-09,1,11.67,2.92,60.5
VH004,NIZ_038,Nizampet,2025-01-12,1,8.54,2.13,70.37
VH002,NIZ_038,Nizampet,2025-10-28,4,2.88,0.72,88.22
VH001,NIZ_038,Nizampet,2024-06-19,2,11.41,2.85,61.33
VH001,NIZ_038,Nizampet,2025-12-05,3,12.48,3.12,57.95
VH003,NIZ_038,Nizampet,2025-12-04,4,5.76,1.44,79.14
VH003,NIZ_038,Nizampet,2025-02-16,5,10.63,2.66,63.78
VH003,NIZ_038,Nizampet,2024-08-05,5,7.55,1.89,73.5
VH001,NIZ_038,Nizampet,2025-07-05,2,13.56,3.39,54.54
VH003,NIZ_038,Nizampet,2024-08-20,5,12.99,3.25,56.34
VH001,NIZ_038,Nizampet,2026-12-07,3,8.83,2.21,69.46
VH001,NIZ_038,Nizampet,2024-12-20,4,10.99,2.75,62.65
VH004,NIZ_038,Nizampet,2025-06-01,2,13.48,3.37,54.79
VH001,NIZ_038,Nizampet,2025-07-17,5,8.44,2.11,70.68
VH004,NIZ_038,Nizampet,2024-03-12,3,6.07,1.52,78.16
VH001,NIZ_038,Nizampet,2026-05-23,2,11.8,2.95,60.1
VH001,NIZ_038,Nizampet,2024-05-18,2,4.86,1.22,81.98
VH004,NIZ_038,Nizampet,2024-11-19,4,7.05,1.76,75.07
VH004,NIZ_038,Nizampet,2025-06-09,3,13.25,3.31,55.51
VH003,NIZ_038,Nizampet,2025-03-10,5,11.42,2.86,61.29
VH004,NIZ_038,Nizampet,2024-11-06,1,7.25,1.81,74.44
VH004,NIZ_038,Nizampet,2025-03-20,4,4.79,1.2,82.2
VH003,NIZ_038,Nizampet,2025-05-10,5,6.63,1.66,76.4
VH004,NIZ_038,Nizampet,2026-06-01,2,5.69,1.42,79.36
VH003,NIZ_038,Nizampet,2026-11-05,4,4.29,1.07,83.78
VH002,NIZ_038,Nizampet,2025-04-19,5,11.66,2.92,60.53
VH002,NIZ_038,Nizampet,2024-06-29,4,5.28,1.32,80.66
VH002,NIZ_038,Nizampet,2025-11-25,2,7.9,1.98,72.39
VH002,NIZ_038,Nizampet,2026-01-24,5,7.02,1.76,75.17
VH002,NIZ_038,Nizampet,2025-01-22,4,14.77,3.69,50.73
VH001,NIZ_038,Nizampet,2025-02-02,1,7.08,1.77,74.97
VH001,NIZ_038,Nizampet,2025-07-14,4,3.04,0.76,87.72
VH001,NIZ_038,Nizampet,2024-01-05,1,3.17,0.79,87.31
VH002,NIZ_038,Nizampet,2026-06-12,5,9.68,2.42,66.78
VH003,NIZ_038,Nizampet,2026-01-09,3,9.79,2.45,66.43
VH004,NIZ_038,Nizampet,2026-12-26,3,7.44,1.86,73.84
VH004,NIZ_038,Nizampet,2026-04-04,4,7.61,1.9,73.3
VH004,NIZ_038,Nizampet,2024-10-08,4,2.7,0.68,88.79
VH002,NIZ_038,Nizampet,2024-01-08,1,8.72,2.18,69.81
VH004,NIZ_038,Nizampet,2025-01-29,5,8.56,2.14,70.31
VH001,NIZ_038,Nizampet,2025-04-23,2,3.94,0.98,84.88
VH001,NIZ_038,Nizampet,2025-06-08,1,3.35,0.84,86.74
VH001,NIZ_038,Nizampet,2024-03-03,2,3.61,0.9,85.93
VH001,NIZ_038,Nizampet,2025-06-04,5,3.31,0.83,86.86
VH001,NIZ_038,Nizampet,2024-01-05,5,9.93,2.48,65.99
VH002,NIZ_038,Nizampet,2025-11-28,5,4.55,1.14,82.95
VH003,NIZ_038,Nizampet,2024-04-19,1,5.27,1.32,80.69
VH004,NIZ_038,Nizampet,2026-11-11,2,4.26,1.06,83.88
VH002,NIZ_038,Nizampet,2026-05-28,1,14.45,3.61,51.73
VH002,NIZ_038,Nizampet,2026-03-06,3,13.11,3.28,55.96
VH001,NIZ_038,Nizampet,2024-10-13,4,5.0,1.25,81.54
VH001,NIZ_038,Nizampet,2024-12-19,4,6.26,1.56,77.57
VH002,NIZ_038,Nizampet,2024-01-07,4,4.73,1.18,82.39
VH001,NIZ_038,Nizampet,2025-08-01,5,8.39,2.1,70.84
VH003,NIZ_038,Nizampet,2025-07-03,5,2.25,0.56,90.21
VH004,NIZ_038,Nizampet,2025-07-05,4,10.73,2.68,63.47
VH002,NIZ_038,Nizampet,2025-07-20,2,8.8,2.2,69.55
VH001,NIZ_038,Nizampet,2026-04-25,2,13.68,3.42,54.16
VH003,NIZ_038,Nizampet,2026-11-13,4,4.14,1.03,84.25
VH004,NIZ_038,Nizampet,2026-08-23,2,12.45,3.11,58.04
VH003,NIZ_038,Nizampet,2024-12-26,2,12.3,3.08,58.52
VH004,NIZ_038,Nizampet,2026-09-17,4,3.65,0.91,85.79
VH001,NIZ_038,Nizampet,2024-07-25,1,7.18,1.8,74.66
VH002,NIZ_038,Nizampet,2026-06-11,3,4.21,1.05,84.03
VH002,NIZ_038,Nizampet,2026-01-08,2,5.31,1.33,80.56
VH001,NIZ_038,Nizampet,2025-11-06,4,5.42,1.36,80.21
VH004,NIZ_038,Nizampet,2025-05-16,1,9.23,2.31,68.2
VH004,NIZ_038,Nizampet,2026-01-15,5,7.35,1.84,74.13
VH002,NIZ_038,Nizampet,2024-04-03,1,14.32,3.58,52.14
VH002,NIZ_038,Nizampet,2025-12-20,1,3.64,0.91,85.82
VH004,NIZ_038,Nizampet,2026-07-29,1,14.66,3.66,51.07
VH004,NIZ_038,Nizampet,2026-05-14,1,5.0,1.25,81.54
VH004,NIZ_038,Nizampet,2026-08-13,5,12.05,3.01,59.31
VH004,NIZ_038,Nizampet,2024-11-28,4,6.41,1.6,77.1
VH001,NIZ_038,Nizampet,2026-10-05,3,3.86,0.96,85.13
VH004,NIZ_038,Nizampet,2026-01-19,4,13.15,3.29,55.83
VH004,NIZ_038,Nizampet,2025-02-10,5,6.02,1.5,78.33
VH003,NIZ_038,Nizampet,2025-08-04,1,10.57,2.64,63.98
VH002,NIZ_038,Nizampet,2026-06-25,3,9.36,2.34,67.78
VH003,NIZ_038,Nizampet,2025-06-24,5,8.13,2.03,71.66
VH004,NIZ_038,Nizampet,2024-09-17,5,8.45,2.11,70.66
VH001,NIZ_038,Nizampet,2025-08-11,2,11.52,2.88,60.98
VH003,NIZ_038,Nizampet,2024-09-29,3,3.14,0.78,87.4
VH002,NIZ_038,Nizampet,2025-01-04,4,10.69,2.67,63.6
VH003,NIZ_038,Nizampet,2024-02-11,2,13.65,3.41,54.26
VH001,NIZ_038,Nizampet,2024-12-13,2,2.75,0.69,88.63
VH003,NIZ_038,Nizampet,2026-10-28,3,3.83,0.96,85.23
VH003,NIZ_038,Nizampet,2025-02-14,5,11.32,2.83,61.61
VH004,NIZ_038,Nizampet,2025-04-21,1,7.68,1.92,73.08
VH002,NIZ_038,Nizampet,2026-02-18,4,7.25,1.81,74.45
VH004,NIZ_038,Nizampet,2025-09-17,5,3.78,0.94,85.39
VH004,NIZ_038,Nizampet,2026-10-29,1,8.59,2.15,70.22
VH002,NIZ_038,Nizampet,2024-12-06,1,3.65,0.91,85.8
VH003,NIZ_038,Nizampet,2025-03-26,4,8.2,2.05,71.45
VH001,NIZ_039,Nizampet,2025-08-05,2,11.93,2.98,59.69
VH002,NIZ_039,Nizampet,2025-11-30,3,5.36,1.34,80.41
VH003,NIZ_039,Nizampet,2025-04-16,5,8.25,2.06,71.29
VH004,NIZ_039,Nizampet,2026-05-05,3,14.9,3.72,50.32
VH003,NIZ_039,Nizampet,2026-09-20,3,10.93,2.73,62.84
VH003,NIZ_039,Nizampet,2024-07-27,5,12.94,3.24,56.5
VH001,NIZ_039,Nizampet,2024-09-09,2,7.39,1.85,74.0
VH002,NIZ_039,Nizampet,2024-09-26,4,11.98,3.0,59.52
VH004,NIZ_039,Nizampet,2026-10-01,3,2.53,0.63,89.33
VH001,NIZ_039,Nizampet,2025-06-05,2,3.6,0.9,85.96
VH002,NIZ_039,Nizampet,2025-09-19,5,4.64,1.16,82.67
VH003,NIZ_039,Nizampet,2026-05-13,2,7.23,1.81,74.51
VH001,NIZ_039,Nizampet,2024-07-30,2,12.99,3.25,56.33
VH001,NIZ_039,Nizampet,2025-11-18,2,6.5,1.62,76.81
VH004,NIZ_039,Nizampet,2025-10-11,5,10.51,2.63,64.16
VH001,NIZ_039,Nizampet,2025-04-11,2,11.22,2.8,61.92
VH003,NIZ_039,Nizampet,2024-08-23,1,9.62,2.4,66.97
VH001,NIZ_039,Nizampet,2025-03-11,2,6.64,1.66,76.36
VH004,NIZ_039,Nizampet,2026-12-18,5,9.5,2.38,67.34
VH001,NIZ_039,Nizampet,2025-12-21,3,6.45,1.61,76.97
VH002,NIZ_039,Nizampet,2024-12-05,4,3.09,0.77,87.56
VH003,NIZ_039,Nizampet,2024-04-14,1,14.91,3.73,50.29
VH004,NIZ_039,Nizampet,2024-03-03,3,3.65,0.91,85.79
VH001,NIZ_039,Nizampet,2025-02-25,2,2.94,0.74,88.03
VH004,NIZ_039,Nizampet,2025-02-17,4,13.42,3.36,54.98
VH001,NIZ_039,Nizampet,2025-12-29,3,5.92,1.48,78.63
VH001,NIZ_039,Nizampet,2024-10-23,1,10.45,2.61,64.35
VH003,NIZ_039,Nizampet,2026-04-05,2,6.28,1.57,77.5
VH001,NIZ_039,Nizampet,2025-06-03,5,7.09,1.77,74.95
VH003,NIZ_039,Nizampet,2024-07-09,4,5.41,1.35,80.25
VH001,NIZ_039,Nizampet,2026-09-19,3,6.46,1.62,76.93
VH003,NIZ_039,Nizampet,2024-01-28,2,7.34,1.84,74.16
VH004,NIZ_039,Nizampet,2025-02-24,1,11.37,2.84,61.45
VH003,NIZ_039,Nizampet,2026-07-04,5,8.65,2.16,70.03
VH001,NIZ_039,Nizampet,2024-05-29,2,14.27,3.57,52.31
VH003,NIZ_039,Nizampet,2025-07-17,3,2.54,0.64,89.29
VH003,NIZ_039,Nizampet,2024-10-30,2,8.54,2.13,70.37
VH003,NIZ_039,Nizampet,2025-01-23,1,9.59,2.4,67.06
VH003,NIZ_039,Nizampet,2024-10-09,4,13.96,3.49,53.28
VH001,NIZ_039,Nizampet,2025-10-26,1,2.64,0.66,88.98
VH004,NIZ_039,Nizampet,2025-04-25,1,9.46,2.37,67.48
VH003,NIZ_039,Nizampet,2025-05-30,1,13.1,3.28,56.0
VH002,NIZ_039,Nizampet,2024-09-11,4,5.15,1.29,81.07
VH004,NIZ_039,Nizampet,2025-03-08,1,13.39,3.35,55.08
VH002,NIZ_039,Nizampet,2026-07-30,4,2.25,0.56,90.21
VH004,NIZ_039,Nizampet,2025-07-28,3,11.52,2.88,60.97
VH004,NIZ_039,Nizampet,2024-11-04,1,14.13,3.53,52.74
VH004,NIZ_039,Nizampet,2025-02-11,3,10.54,2.64,64.06
VH001,NIZ_039,Nizampet,2025-12-16,4,7.71,1.93,72.99
VH001,NIZ_039,Nizampet,2025-10-18,1,2.58,0.64,89.17
VH003,NIZ_039,Nizampet,2025-01-24,1,13.96,3.49,53.28
VH004,NIZ_039,Nizampet,2026-01-19,2,8.11,2.03,71.73
VH003,NIZ_039,Nizampet,2026-07-27,1,2.38,0.6,89.81
VH002,NIZ_039,Nizampet,2024-04-18,3,10.97,2.74,62.71
VH001,NIZ_039,Nizampet,2024-06-15,1,8.26,2.06,71.25
VH001,NIZ_039,Nizampet,2026-06-12,3,3.62,0.9,85.89
VH004,NIZ_039,Nizampet,2026-06-27,2,4.79,1.2,82.21
VH001,NIZ_039,Nizampet,2024-01-25,2,2.84,0.71,88.35
VH002,NIZ_039,Nizampet,2025-07-22,1,9.47,2.37,67.45
VH001,NIZ_039,Nizampet,2025-12-20,3,10.09,2.52,65.49
VH003,NIZ_039,Nizampet,2024-05-12,1,8.57,2.14,70.27
VH002,NIZ_039,Nizampet,2026-04-19,1,12.62,3.16,57.5
VH001,NIZ_039,Nizampet,2026-05-10,3,13.19,3.3,55.7
VH004,NIZ_039,Nizampet,2025-10-10,3,10.0,2.5,65.77
VH001,NIZ_039,Nizampet,2025-05-31,1,2.17,0.54,90.47
VH002,NIZ_039,Nizampet,2026-07-17,2,11.04,2.76,62.49
VH004,NIZ_039,Nizampet,2026-08-18,4,7.43,1.86,73.87
VH004,NIZ_039,Nizampet,2024-05-21,5,9.35,2.34,67.82
VH001,NIZ_039,Nizampet,2025-07-03,4,10.44,2.61,64.38
VH002,NIZ_039,Nizampet,2026-04-21,2,6.55,1.64,76.65
VH004,NIZ_039,Nizampet,2025-01-03,2,13.92,3.48,53.4
VH002,NIZ_039,Nizampet,2025-03-01,4,3.74,0.94,85.51
VH003,NIZ_039,Nizampet,2024-01-12,4,10.73,2.68,63.47
VH002,NIZ_039,Nizampet,2025-11-04,3,2.06,0.52,90.81
VH003,NIZ_039,Nizampet,2026-11-09,3,14.02,3.5,53.09
VH001,NIZ_039,Nizampet,2025-05-19,1,3.46,0.86,86.39
VH002,NIZ_039,Nizampet,2025-07-10,3,3.23,0.81,87.12
VH001,NIZ_039,Nizampet,2024-08-14,2,6.33,1.58,77.34
VH002,NIZ_039,Nizampet,2026-12-27,4,6.86,1.72,75.68
VH001,NIZ_039,Nizampet,2026-10-21,4,4.79,1.2,82.21
VH001,NIZ_039,Nizampet,2025-08-03,5,9.61,2.4,67.0
VH003,NIZ_039,Nizampet,2026-03-13,5,7.76,1.94,72.84
VH002,NIZ_039,Nizampet,2026-09-04,5,2.44,0.61,89.61
VH004,NIZ_039,Nizampet,2024-10-01,3,6.16,1.54,77.89
VH001,NIZ_039,Nizampet,2026-03-14,1,12.54,3.14,57.76
VH002,NIZ_039,Nizampet,2026-11-26,4,10.97,2.74,62.71
VH002,NIZ_039,Nizampet,2025-08-03,1,11.42,2.86,61.29
VH004,NIZ_039,Nizampet,2024-08-11,3,11.08,2.77,62.37
VH002,NIZ_039,Nizampet,2025-04-01,4,6.04,1.51,78.26
VH003,NIZ_039,Nizampet,2026-07-16,1,3.3,0.82,86.91
VH001,NIZ_039,Nizampet,2025-01-20,5,5.54,1.38,79.83
VH002,NIZ_039,Nizampet,2026-03-20,3,12.81,3.2,56.9
VH002,NIZ_039,Nizampet,2025-08-15,3,14.75,3.69,50.79
VH001,NIZ_039,Nizampet,2026-05-30,1,8.42,2.1,70.75
VH003,NIZ_039,Nizampet,2026-07-16,1,2.13,0.53,90.59
VH004,NIZ_039,Nizampet,2025-07-11,5,3.82,0.96,85.26
VH003,NIZ_039,Nizampet,2026-08-06,3,6.19,1.55,77.79
VH001,NIZ_039,Nizampet,2026-01-21,3,9.52,2.38,67.28
VH002,NIZ_039,Nizampet,2026-05-02,3,2.98,0.74,87.91
VH001,NIZ_039,Nizampet,2026-11-10,5,14.26,3.56,52.33
VH003,NIZ_040,Nizampet,2026-10-25,2,6.75,1.69,76.02
VH004,NIZ_040,Nizampet,2025-02-19,4,13.86,3.46,53.59
VH003,NIZ_040,Nizampet,2026-01-17,2,12.15,3.04,58.99
VH004,NIZ_040,Nizampet,2025-03-28,4,11.82,2.96,60.03
VH004,NIZ_040,Nizampet,2025-03-07,2,9.89,2.47,66.12
VH003,NIZ_040,Nizampet,2026-06-26,4,10.15,2.54,65.3
VH003,NIZ_040,Nizampet,2024-04-08,5,10.29,2.57,64.85
VH001,NIZ_040,Nizampet,2026-03-17,4,10.17,2.54,65.23
VH001,NIZ_040,Nizampet,2025-08-31,3,9.2,2.3,68.29
VH001,NIZ_040,Nizampet,2025-12-27,3,14.82,3.7,50.56
VH004,NIZ_040,Nizampet,2024-05-19,3,11.52,2.88,60.98
VH001,NIZ_040,Nizampet,2025-09-24,5,12.1,3.02,59.15
VH002,NIZ_040,Nizampet,2025-02-09,2,13.34,3.34,55.23
VH004,NIZ_040,Nizampet,2024-07-01,4,4.8,1.2,82.17
VH004,NIZ_040,Nizampet,2026-10-15,1,3.09,0.77,87.56
VH003,NIZ_040,Nizampet,2026-12-27,2,8.28,2.07,71.2
VH002,NIZ_040,Nizampet,2025-05-14,3,8.68,2.17,69.93
VH003,NIZ_040,Nizampet,2026-05-18,5,12.78,3.2,57.0
VH001,NIZ_040,Nizampet,2026-06-22,2,7.77,1.94,72.8
VH004,NIZ_040,Nizampet,2025-06-29,3,9.42,2.36,67.6
VH001,NIZ_040,Nizampet,2024-09-05,3,8.85,2.21,69.39
VH003,NIZ_040,Nizampet,2026-03-30,3,2.5,0.62,89.43
VH004,NIZ_040,Nizampet,2024-10-31,2,10.0,2.5,65.77
VH002,NIZ_040,Nizampet,2025-01-09,3,12.76,3.19,57.06
VH001,NIZ_040,Nizampet,2026-10-16,5,4.05,1.01,84.54
VH002,NIZ_040,Nizampet,2025-10-14,4,9.73,2.43,66.63
VH002,NIZ_040,Nizampet,2026-07-26,4,9.72,2.43,66.66
VH001,NIZ_040,Nizampet,2025-10-12,3,4.13,1.03,84.28
VH004,NIZ_040,Nizampet,2025-06-16,3,3.61,0.9,85.93
VH002,NIZ_040,Nizampet,2026-11-13,3,14.74,3.68,50.82
VH002,NIZ_040,Nizampet,2024-07-21,5,7.12,1.78,74.85
VH004,NIZ_040,Nizampet,2024-08-07,5,4.96,1.24,81.67
VH002,NIZ_040,Nizampet,2026-08-01,5,4.23,1.06,83.97
VH004,NIZ_040,Nizampet,2024-08-24,2,10.68,2.67,63.63
VH003,NIZ_040,Nizampet,2025-09-25,2,9.92,2.48,66.02
VH003,NIZ_040,Nizampet,2025-05-05,3,10.37,2.59,64.61
VH004,NIZ_040,Nizampet,2026-07-26,1,3.14,0.78,87.4
VH001,NIZ_040,Nizampet,2026-05-27,1,13.62,3.4,54.36
VH001,NIZ_040,Nizampet,2024-02-12,2,7.06,1.76,75.04
VH001,NIZ_040,Nizampet,2026-12-24,4,6.07,1.52,78.16
VH002,NIZ_040,Nizampet,2025-07-20,4,8.01,2.0,72.04
VH004,NIZ_040,Nizampet,2026-01-30,4,7.07,1.77,75.01
VH004,NIZ_040,Nizampet,2026-08-01,2,13.23,3.31,55.59
VH002,NIZ_040,Nizampet,2024-09-10,5,14.08,3.52,52.9
VH003,NIZ_040,Nizampet,2025-10-14,1,5.94,1.48,78.57
VH001,NIZ_040,Nizampet,2026-09-17,1,13.23,3.31,55.58
VH001,NIZ_040,Nizampet,2025-01-18,4,12.16,3.04,58.96
VH001,NIZ_040,Nizampet,2025-11-28,4,14.1,3.52,52.84
VH003,NIZ_040,Nizampet,2024-04-17,1,5.19,1.3,80.93
VH004,NIZ_040,Nizampet,2025-02-03,4,9.5,2.38,67.35
VH001,NIZ_040,Nizampet,2024-10-20,4,5.57,1.39,79.74
VH004,NIZ_040,Nizampet,2025-03-14,2,12.71,3.18,57.22
VH003,NIZ_040,Nizampet,2025-11-28,1,2.07,0.52,90.78
VH004,NIZ_040,Nizampet,2025-05-04,1,9.34,2.34,67.85
VH004,NIZ_040,Nizampet,2026-02-08,5,6.41,1.6,77.09
VH003,NIZ_040,Nizampet,2024-10-22,2,6.19,1.55,77.78
VH001,NIZ_040,Nizampet,2024-11-29,1,10.38,2.6,64.57
VH004,NIZ_040,Nizampet,2026-01-28,2,13.07,3.27,56.09
VH003,NIZ_040,Nizampet,2024-07-22,4,9.92,2.48,66.02
VH004,NIZ_040,Nizampet,2026-08-06,4,13.09,3.27,56.02
VH001,NIZ_040,Nizampet,2026-09-15,4,5.44,1.36,80.15
VH004,NIZ_040,Nizampet,2025-06-07,4,8.75,2.19,69.71
VH002,NIZ_040,Nizampet,2025-09-26,2,7.86,1.96,72.52
VH003,NIZ_040,Nizampet,2024-12-18,5,2.15,0.54,90.53
VH003,NIZ_040,Nizampet,2026-01-10,1,9.24,2.31,68.17
VH002,NIZ_040,Nizampet,2025-11-29,4,10.6,2.65,63.88
VH003,NIZ_040,Nizampet,2024-10-29,1,9.69,2.42,66.74
VH001,NIZ_040,Nizampet,2026-03-09,5,11.57,2.89,60.82
VH004,NIZ_040,Nizampet,2025-11-06,2,9.43,2.36,67.57
VH003,NIZ_040,Nizampet,2026-12-15,2,2.87,0.72,88.26
VH003,NIZ_040,Nizampet,2024-07-30,1,3.51,0.88,86.23
VH001,NIZ_040,Nizampet,2025-12-23,2,9.75,2.44,66.55
VH001,NIZ_040,Nizampet,2025-02-14,1,5.57,1.39,79.74
VH002,NIZ_040,Nizampet,2026-05-03,4,3.04,0.76,87.73
VH004,NIZ_040,Nizampet,2025-07-27,3,7.58,1.9,73.4
VH003,NIZ_040,Nizampet,2026-05-30,5,9.21,2.3,68.27
VH003,NIZ_040,Nizampet,2025-09-01,5,6.27,1.57,77.53
VH001,NIZ_040,Nizampet,2024-02-22,1,11.37,2.84,61.45
VH002,NIZ_040,Nizampet,2026-10-16,5,10.37,2.59,64.6
VH001,NIZ_040,Nizampet,2025-05-10,4,6.33,1.58,77.35
VH001,NIZ_040,Nizampet,2025-05-22,4,11.81,2.95,60.06
VH004,NIZ_040,Nizampet,2025-06-25,3,10.43,2.61,64.41
VH001,NIZ_040,Nizampet,2026-01-26,2,10.29,2.57,64.86
VH003,NIZ_040,Nizampet,2024-10-11,2,9.19,2.3,68.32
VH001,NIZ_040,Nizampet,2026-04-15,3,2.15,0.54,90.53
VH002,NIZ_040,Nizampet,2024-08-20,5,11.05,2.76,62.45
VH003,NIZ_040,Nizampet,2024-12-12,1,6.89,1.72,75.58
VH002,NIZ_040,Nizampet,2026-04-26,5,14.25,3.56,52.36
VH004,NIZ_040,Nizampet,2026-12-16,2,12.63,3.16,57.47
VH002,NIZ_040,Nizampet,2026-12-11,4,9.64,2.41,66.9
VH003,NIZ_040,Nizampet,2024-06-15,5,5.28,1.32,80.66
VH003,NIZ_040,Nizampet,2026-02-15,3,4.65,1.16,82.64
VH001,NIZ_040,Nizampet,2025-02-12,5,6.43,1.61,77.03
VH002,NIZ_040,Nizampet,2025-11-06,4,8.2,2.05,71.45
VH004,NIZ_040,Nizampet,2024-03-01,5,5.85,1.46,78.86
VH003,NIZ_040,Nizampet,2026-11-01,1,8.69,2.17,69.9
VH004,NIZ_040,Nizampet,2025-10-09,5,4.15,1.04,84.22
VH003,NIZ_040,Nizampet,2026-09-14,5,14.71,3.68,50.91
VH003,NIZ_040,Nizampet,2024-09-12,5,3.4,0.85,86.58
VH003,NIZ_040,Nizampet,2025-07-02,5,14.12,3.53,52.78
VH002,NIZ_041,Nizampet,2026-06-01,2,13.88,3.47,53.54
VH001,NIZ_041,Nizampet,2025-07-12,1,8.83,2.21,69.46
VH002,NIZ_041,Nizampet,2026-05-14,5,11.42,2.86,61.29
VH003,NIZ_041,Nizampet,2026-07-20,3,7.67,1.92,73.12
VH002,NIZ_041,Nizampet,2025-10-10,2,10.19,2.55,65.17
VH002,NIZ_041,Nizampet,2025-05-28,3,6.43,1.61,77.03
VH001,NIZ_041,Nizampet,2025-01-24,3,5.92,1.48,78.64
VH004,NIZ_041,Nizampet,2024-09-05,4,9.52,2.38,67.29
VH003,NIZ_041,Nizampet,2024-08-28,2,8.48,2.12,70.57
VH001,NIZ_041,Nizampet,2024-07-27,5,9.53,2.38,67.25
VH004,NIZ_041,Nizampet,2025-10-01,2,5.73,1.43,79.24
VH003,NIZ_041,Nizampet,2026-07-20,4,6.77,1.69,75.96
VH003,NIZ_041,Nizampet,2026-07-22,5,3.09,0.77,87.56
VH001,NIZ_041,Nizampet,2026-09-16,4,2.68,0.67,88.86
VH003,NIZ_041,Nizampet,2024-02-27,5,5.29,1.32,80.62
VH001,NIZ_041,Nizampet,2024-03-01,4,2.97,0.74,87.95
VH003,NIZ_041,Nizampet,2024-03-15,1,3.35,0.84,86.74
VH003,NIZ_041,Nizampet,2025-03-27,2,12.57,3.14,57.67
VH002,NIZ_041,Nizampet,2025-12-19,5,2.51,0.63,89.4
VH004,NIZ_041,Nizampet,2024-06-03,2,10.57,2.64,63.98
VH001,NIZ_041,Nizampet,2025-09-24,3,5.54,1.38,79.83
VH001,NIZ_041,Nizampet,2026-10-06,5,13.33,3.33,55.27
VH001,NIZ_041,Nizampet,2024-07-03,4,8.3,2.08,71.13
VH003,NIZ_041,Nizampet,2026-11-06,1,5.97,1.49,78.48
VH004,NIZ_041,Nizampet,2026-04-14,4,8.73,2.18,69.78
VH004,NIZ_041,Nizampet,2025-06-28,4,6.97,1.74,75.33
VH001,NIZ_041,Nizampet,2026-04-11,1,9.34,2.34,67.86
VH003,NIZ_041,Nizampet,2026-07-05,5,3.49,0.87,86.3
VH002,NIZ_041,Nizampet,2024-02-21,4,14.96,3.74,50.13
VH002,NIZ_041,Nizampet,2025-04-25,2,7.53,1.88,73.56
VH002,NIZ_041,Nizampet,2026-04-10,4,6.53,1.63,76.72
VH001,NIZ_041,Nizampet,2026-05-09,1,11.23,2.81,61.89
VH004,NIZ_041,Nizampet,2024-10-11,5,6.73,1.68,76.08
VH004,NIZ_041,Nizampet,2024-12-02,4,12.83,3.21,56.84
VH004,NIZ_041,Nizampet,2025-03-20,3,7.91,1.98,72.37
VH003,NIZ_041,Nizampet,2026-10-15,1,11.35,2.84,61.51
VH001,NIZ_041,Nizampet,2024-11-10,5,3.4,0.85,86.59
VH003,NIZ_041,Nizampet,2024-01-19,5,13.0,3.25,56.31
VH004,NIZ_041,Nizampet,2025-05-22,5,11.56,2.89,60.84
VH004,NIZ_041,Nizampet,2025-12-10,5,4.75,1.19,82.32
VH004,NIZ_041,Nizampet,2024-09-15,1,3.89,0.97,85.04
VH002,NIZ_041,Nizampet,2025-06-14,5,6.11,1.53,78.04
VH001,NIZ_041,Nizampet,2026-02-16,5,14.69,3.67,50.98
VH004,NIZ_041,Nizampet,2026-04-18,1,5.34,1.34,80.47
VH001,NIZ_041,Nizampet,2024-04-14,3,7.93,1.98,72.3
VH004,NIZ_041,Nizampet,2025-03-31,3,2.39,0.6,89.77
VH004,NIZ_041,Nizampet,2026-03-07,2,7.16,1.79,74.72
VH004,NIZ_041,Nizampet,2026-06-02,2,9.43,2.36,67.57
VH002,NIZ_041,Nizampet,2024-01-12,5,14.39,3.6,51.92
VH003,NIZ_041,Nizampet,2026-07-06,2,8.72,2.18,69.81
VH001,NIZ_041,Nizampet,2024-11-01,4,12.65,3.16,57.41
VH002,NIZ_041,Nizampet,2026-04-21,3,9.11,2.28,68.57
VH002,NIZ_041,Nizampet,2024-01-20,3,2.53,0.63,89.33
VH003,NIZ_041,Nizampet,2026-05-20,1,6.1,1.52,78.07
VH004,NIZ_041,Nizampet,2026-08-30,3,9.48,2.37,67.41
VH004,NIZ_041,Nizampet,2026-03-12,4,14.36,3.59,52.02
VH001,NIZ_041,Nizampet,2025-07-03,1,13.17,3.29,55.77
VH002,NIZ_041,Nizampet,2025-08-30,2,4.97,1.24,81.63
VH002,NIZ_041,Nizampet,2024-05-03,2,4.86,1.22,81.98
VH004,NIZ_041,Nizampet,2024-01-23,4,4.62,1.16,82.74
VH001,NIZ_041,Nizampet,2024-01-22,4,13.99,3.5,53.18
VH002,NIZ_041,Nizampet,2024-10-16,5,13.08,3.27,56.05
VH003,NIZ_041,Nizampet,2026-07-10,2,12.07,3.02,59.24
VH003,NIZ_041,Nizampet,2025-10-27,5,7.11,1.78,74.89
VH001,NIZ_041,Nizampet,2024-06-19,2,8.56,2.14,70.31
VH004,NIZ_041,Nizampet,2024-01-03,2,8.04,2.01,71.96
VH001,NIZ_041,Nizampet,2025-09-01,5,5.29,1.32,80.62
VH003,NIZ_041,Nizampet,2026-04-30,5,8.57,2.14,70.28
VH004,NIZ_041,Nizampet,2025-06-04,2,2.4,0.6,89.74
